numChains = 4;

numberOfTasksinChain = [7,5,5,7];

runnablesInChains = [7,12,8,20,1,8,19,15,16,5,4,19,18,16];

processingTimesOfMessages = [[1,1],[1,1,1],[1],[1,1,1],[1,1,1],[1,1,1,1],[1,1,1,1,1],[1,1],[],[1],[1,1],[1],[1],[],[1],[1],[],[1],[1],[1]];

processingTimesRunnables = [9,17,12,16,10,14,14,12,10,18,9,7,14,15,16,12,13,14,14,16];

periods = [10000,5000,2000,10000,10000,1000,10000,10000,1000,2000,10000,10000,10000,10000,10000,10000,5000,10000,10000,10000];

communicationTimeForOrderCriticalMessages = [1,1,1,1,1,1,1,1,1,1];

sizeOfRunnables = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];

senderLabelReceiverOrderCriticalChains = [[7,14,0,0,12],[12,42,0,0,8],[8,3,0,0,20],[1,32,0,0,8],[8,9,25,0,19],[15,24,0,0,16],[16,4,0,0,5],[4,9,0,0,19],[19,55,0,0,18],[18,19,0,0,16]];

senderLabelReceiverNonOrderCriticalChains = [[1,16,2],[1,32,8],[2,14,9],[2,14,12],[2,14,17],[3,11,10],[4,8,3],[4,8,11],[4,9,19],[5,23,13],[5,23,12],[5,51,3],[6,14,9],[6,14,12],[6,14,17],[6,47,9],[7,14,9],[7,14,12],[7,14,17],[7,38,15],[7,49,17],[8,3,20],[8,25,19],[10,35,14],[11,23,13],[11,23,12],[12,42,8],[13,46,14],[15,24,16],[16,4,5],[18,19,16],[19,55,18],[20,18,2]];

