numChains = 4;

numberOfTasksinChain = [7,7,5,5];

runnablesInChains = [4,5,6,8,2,8,12,10,20,7,12,13,20,15];

processingTimesOfMessages = [[1,1],[1,1],[],[1,1,1],[1,1],[1,1,1],[1,1],[],[1,1],[],[1,1,1],[1],[1,1],[1],[],[1,1,1],[],[1,1],[],[1,1,1,1]];

processingTimesRunnables = [7,17,14,16,22,17,16,17,7,19,12,13,16,9,7,12,9,17,14,17];

periods = [10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,5000,10000,10000,10000,10000,2000,10000,10000,10000,10000];

communicationTimeForOrderCriticalMessages = [1,1,1,1,1,1,1,1,1,1];

sizeOfRunnables = [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1];

senderLabelReceiverOrderCriticalChains = [[4,25,0,0,5],[5,56,0,0,6],[6,28,0,0,8],[2,24,0,0,8],[8,28,0,0,12],[12,31,0,0,10],[20,28,0,0,7],[7,28,56,0,12],[13,44,0,0,20],[20,1,0,0,15]];

senderLabelReceiverNonOrderCriticalChains = [[1,3,7],[1,3,15],[2,8,6],[2,24,8],[4,3,7],[4,3,15],[4,25,5],[5,56,6],[5,56,12],[6,28,12],[6,28,7],[6,28,8],[7,56,6],[7,56,12],[9,31,10],[9,42,15],[11,17,14],[11,30,19],[11,32,3],[12,31,10],[13,26,17],[13,44,20],[14,12,17],[16,7,1],[16,15,3],[16,49,3],[18,19,19],[18,21,19],[20,1,15],[20,28,12],[20,28,7],[20,28,8]];

